"TIME","GEO","QUANTILE","INDIC_IL","CURRENCY","Value","Flag and Footnotes"
"2018","Cyprus","Third quintile","Top cut-off point","Euro","17,169",""
"2018","Cyprus","Third quintile","Share of national equivalised income","Euro","17.4",""
"2018","Cyprus","Fourth quintile","Top cut-off point","Euro","22,603",""
"2018","Cyprus","Fourth quintile","Share of national equivalised income","Euro","22.3",""
"2018","Cyprus","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Cyprus","Fifth quintile","Share of national equivalised income","Euro","38.2",""
"2018","Cyprus","First decile","Top cut-off point","Euro","8,043",""
"2018","Cyprus","First decile","Share of national equivalised income","Euro","3.8",""
"2018","Cyprus","Second decile","Top cut-off point","Euro","9,802",""
"2018","Cyprus","Second decile","Share of national equivalised income","Euro","5.1",""
"2018","Cyprus","Third decile","Top cut-off point","Euro","11,700",""
"2018","Cyprus","Third decile","Share of national equivalised income","Euro","6.1",""
"2018","Cyprus","Fourth decile","Top cut-off point","Euro","13,480",""
"2018","Cyprus","Fourth decile","Share of national equivalised income","Euro","7.1",""
"2018","Cyprus","Fifth decile","Top cut-off point","Euro","15,336",""
"2018","Cyprus","Fifth decile","Share of national equivalised income","Euro","8.2",""
"2018","Cyprus","Sixth decile","Top cut-off point","Euro","17,169",""
"2018","Cyprus","Sixth decile","Share of national equivalised income","Euro","9.2",""
"2018","Cyprus","Seventh decile","Top cut-off point","Euro","19,460",""
"2018","Cyprus","Seventh decile","Share of national equivalised income","Euro","10.4",""
"2018","Cyprus","Eighth decile","Top cut-off point","Euro","22,603",""
"2018","Cyprus","Eighth decile","Share of national equivalised income","Euro","11.9",""
"2018","Cyprus","Ninth decile","Top cut-off point","Euro","28,723",""
"2018","Cyprus","Ninth decile","Share of national equivalised income","Euro","14.5",""
"2018","Cyprus","Tenth decile","Top cut-off point","Euro",":",""
"2018","Cyprus","Tenth decile","Share of national equivalised income","Euro","23.7",""
"2018","Cyprus","First percentile","Top cut-off point","Euro","5,252",""
"2018","Cyprus","First percentile","Share of national equivalised income","Euro","0.2",""
"2018","Cyprus","Second percentile","Top cut-off point","Euro","6,000",""
"2018","Cyprus","Second percentile","Share of national equivalised income","Euro","0.3",""
"2018","Cyprus","Third percentile","Top cut-off point","Euro","6,321",""
"2018","Cyprus","Third percentile","Share of national equivalised income","Euro","0.4",""
"2018","Cyprus","Fourth percentile","Top cut-off point","Euro","6,655",""
"2018","Cyprus","Fourth percentile","Share of national equivalised income","Euro","0.4",""
"2018","Cyprus","Fifth percentile","Top cut-off point","Euro","6,972",""
"2018","Cyprus","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2018","Cyprus","Ninety-fifth percentile","Top cut-off point","Euro","35,350",""
"2018","Cyprus","Ninety-fifth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Cyprus","Ninety-sixth percentile","Top cut-off point","Euro","38,005",""
"2018","Cyprus","Ninety-sixth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Cyprus","Ninety-seventh percentile","Top cut-off point","Euro","40,601",""
"2018","Cyprus","Ninety-seventh percentile","Share of national equivalised income","Euro","2.3",""
"2018","Cyprus","Ninety-eighth percentile","Top cut-off point","Euro","44,814",""
"2018","Cyprus","Ninety-eighth percentile","Share of national equivalised income","Euro","2.4",""
"2018","Cyprus","Ninety-ninth percentile","Top cut-off point","Euro","54,312",""
"2018","Cyprus","Ninety-ninth percentile","Share of national equivalised income","Euro","2.7",""
"2018","Cyprus","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Cyprus","Hundredth percentile","Share of national equivalised income","Euro","5.2",""
"2018","Latvia","First quartile","Top cut-off point","Euro","4,597",""
"2018","Latvia","First quartile","Share of national equivalised income","Euro","8.6",""
"2018","Latvia","Second quartile","Top cut-off point","Euro","7,333",""
"2018","Latvia","Second quartile","Share of national equivalised income","Euro","17.0",""
"2018","Latvia","Third quartile","Top cut-off point","Euro","11,010",""
"2018","Latvia","Third quartile","Share of national equivalised income","Euro","25.9",""
"2018","Latvia","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Latvia","Fourth quartile","Share of national equivalised income","Euro","48.5",""
"2018","Latvia","First quintile","Top cut-off point","Euro","4,046",""
"2018","Latvia","First quintile","Share of national equivalised income","Euro","6.2",""
"2018","Latvia","Second quintile","Top cut-off point","Euro","6,215",""
"2018","Latvia","Second quintile","Share of national equivalised income","Euro","11.7",""
"2018","Latvia","Third quintile","Top cut-off point","Euro","8,728",""
"2018","Latvia","Third quintile","Share of national equivalised income","Euro","16.9",""
"2018","Latvia","Fourth quintile","Top cut-off point","Euro","12,160",""
"2018","Latvia","Fourth quintile","Share of national equivalised income","Euro","23.4",""
"2018","Latvia","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Latvia","Fifth quintile","Share of national equivalised income","Euro","41.8",""
"2018","Latvia","First decile","Top cut-off point","Euro","2,995",""
"2018","Latvia","First decile","Share of national equivalised income","Euro","2.1",""
"2018","Latvia","Second decile","Top cut-off point","Euro","4,046",""
"2018","Latvia","Second decile","Share of national equivalised income","Euro","4.0",""
"2018","Latvia","Third decile","Top cut-off point","Euro","5,101",""
"2018","Latvia","Third decile","Share of national equivalised income","Euro","5.2",""
"2018","Latvia","Fourth decile","Top cut-off point","Euro","6,215",""
"2018","Latvia","Fourth decile","Share of national equivalised income","Euro","6.4",""
"2018","Latvia","Fifth decile","Top cut-off point","Euro","7,333",""
"2018","Latvia","Fifth decile","Share of national equivalised income","Euro","7.7",""
"2018","Latvia","Sixth decile","Top cut-off point","Euro","8,728",""
"2018","Latvia","Sixth decile","Share of national equivalised income","Euro","9.1",""
"2018","Latvia","Seventh decile","Top cut-off point","Euro","10,113",""
"2018","Latvia","Seventh decile","Share of national equivalised income","Euro","10.8",""
"2018","Latvia","Eighth decile","Top cut-off point","Euro","12,160",""
"2018","Latvia","Eighth decile","Share of national equivalised income","Euro","12.7",""
"2018","Latvia","Ninth decile","Top cut-off point","Euro","15,832",""
"2018","Latvia","Ninth decile","Share of national equivalised income","Euro","15.7",""
"2018","Latvia","Tenth decile","Top cut-off point","Euro",":",""
"2018","Latvia","Tenth decile","Share of national equivalised income","Euro","26.1",""
"2018","Latvia","First percentile","Top cut-off point","Euro","601",""
"2018","Latvia","First percentile","Share of national equivalised income","Euro","0.0",""
"2018","Latvia","Second percentile","Top cut-off point","Euro","1,172",""
"2018","Latvia","Second percentile","Share of national equivalised income","Euro","0.1",""
"2018","Latvia","Third percentile","Top cut-off point","Euro","1,565",""
"2018","Latvia","Third percentile","Share of national equivalised income","Euro","0.2",""
"2018","Latvia","Fourth percentile","Top cut-off point","Euro","1,860",""
"2018","Latvia","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2018","Latvia","Fifth percentile","Top cut-off point","Euro","2,120",""
"2018","Latvia","Fifth percentile","Share of national equivalised income","Euro","0.2",""
"2018","Latvia","Ninety-fifth percentile","Top cut-off point","Euro","19,434",""
"2018","Latvia","Ninety-fifth percentile","Share of national equivalised income","Euro","2.2",""
"2018","Latvia","Ninety-sixth percentile","Top cut-off point","Euro","21,476",""
"2018","Latvia","Ninety-sixth percentile","Share of national equivalised income","Euro","2.3",""
"2018","Latvia","Ninety-seventh percentile","Top cut-off point","Euro","23,320",""
"2018","Latvia","Ninety-seventh percentile","Share of national equivalised income","Euro","2.6",""
"2018","Latvia","Ninety-eighth percentile","Top cut-off point","Euro","28,370",""
"2018","Latvia","Ninety-eighth percentile","Share of national equivalised income","Euro","2.9",""
"2018","Latvia","Ninety-ninth percentile","Top cut-off point","Euro","33,994",""
"2018","Latvia","Ninety-ninth percentile","Share of national equivalised income","Euro","3.5",""
"2018","Latvia","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Latvia","Hundredth percentile","Share of national equivalised income","Euro","4.9",""
"2018","Lithuania","First quartile","Top cut-off point","Euro","4,320",""
"2018","Lithuania","First quartile","Share of national equivalised income","Euro","8.5",""
"2018","Lithuania","Second quartile","Top cut-off point","Euro","6,895",""
"2018","Lithuania","Second quartile","Share of national equivalised income","Euro","16.5",""
"2018","Lithuania","Third quartile","Top cut-off point","Euro","10,427",""
"2018","Lithuania","Third quartile","Share of national equivalised income","Euro","25.2",""
"2018","Lithuania","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Lithuania","Fourth quartile","Share of national equivalised income","Euro","49.8",""
"2018","Lithuania","First quintile","Top cut-off point","Euro","3,891",""
"2018","Lithuania","First quintile","Share of national equivalised income","Euro","6.1",""
"2018","Lithuania","Second quintile","Top cut-off point","Euro","5,813",""
"2018","Lithuania","Second quintile","Share of national equivalised income","Euro","11.4",""
"2018","Lithuania","Third quintile","Top cut-off point","Euro","8,078",""
"2018","Lithuania","Third quintile","Share of national equivalised income","Euro","16.4",""
"2018","Lithuania","Fourth quintile","Top cut-off point","Euro","11,663",""
"2018","Lithuania","Fourth quintile","Share of national equivalised income","Euro","22.8",""
"2018","Lithuania","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Lithuania","Fifth quintile","Share of national equivalised income","Euro","43.3",""
"2018","Lithuania","First decile","Top cut-off point","Euro","2,829",""
"2018","Lithuania","First decile","Share of national equivalised income","Euro","2.1",""
"2018","Lithuania","Second decile","Top cut-off point","Euro","3,891",""
"2018","Lithuania","Second decile","Share of national equivalised income","Euro","4.0",""
"2018","Lithuania","Third decile","Top cut-off point","Euro","4,783",""
"2018","Lithuania","Third decile","Share of national equivalised income","Euro","5.1",""
"2018","Lithuania","Fourth decile","Top cut-off point","Euro","5,813",""
"2018","Lithuania","Fourth decile","Share of national equivalised income","Euro","6.2",""
"2018","Lithuania","Fifth decile","Top cut-off point","Euro","6,895",""
"2018","Lithuania","Fifth decile","Share of national equivalised income","Euro","7.6",""
"2018","Lithuania","Sixth decile","Top cut-off point","Euro","8,078",""
"2018","Lithuania","Sixth decile","Share of national equivalised income","Euro","8.9",""
"2018","Lithuania","Seventh decile","Top cut-off point","Euro","9,463",""
"2018","Lithuania","Seventh decile","Share of national equivalised income","Euro","10.4",""
"2018","Lithuania","Eighth decile","Top cut-off point","Euro","11,663",""
"2018","Lithuania","Eighth decile","Share of national equivalised income","Euro","12.4",""
"2018","Lithuania","Ninth decile","Top cut-off point","Euro","15,087",""
"2018","Lithuania","Ninth decile","Share of national equivalised income","Euro","15.6",""
"2018","Lithuania","Tenth decile","Top cut-off point","Euro",":",""
"2018","Lithuania","Tenth decile","Share of national equivalised income","Euro","27.6",""
"2018","Lithuania","First percentile","Top cut-off point","Euro","456",""
"2018","Lithuania","First percentile","Share of national equivalised income","Euro","0.0",""
"2018","Lithuania","Second percentile","Top cut-off point","Euro","1,179",""
"2018","Lithuania","Second percentile","Share of national equivalised income","Euro","0.1",""
"2018","Lithuania","Third percentile","Top cut-off point","Euro","1,438",""
"2018","Lithuania","Third percentile","Share of national equivalised income","Euro","0.1",""
"2018","Lithuania","Fourth percentile","Top cut-off point","Euro","1,652",""
"2018","Lithuania","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2018","Lithuania","Fifth percentile","Top cut-off point","Euro","1,862",""
"2018","Lithuania","Fifth percentile","Share of national equivalised income","Euro","0.2",""
"2018","Lithuania","Ninety-fifth percentile","Top cut-off point","Euro","20,563",""
"2018","Lithuania","Ninety-fifth percentile","Share of national equivalised income","Euro","2.3",""
"2018","Lithuania","Ninety-sixth percentile","Top cut-off point","Euro","22,137",""
"2018","Lithuania","Ninety-sixth percentile","Share of national equivalised income","Euro","2.5",""
"2018","Lithuania","Ninety-seventh percentile","Top cut-off point","Euro","24,051",""
"2018","Lithuania","Ninety-seventh percentile","Share of national equivalised income","Euro","2.7",""
"2018","Lithuania","Ninety-eighth percentile","Top cut-off point","Euro","26,842",""
"2018","Lithuania","Ninety-eighth percentile","Share of national equivalised income","Euro","2.9",""
"2018","Lithuania","Ninety-ninth percentile","Top cut-off point","Euro","32,698",""
"2018","Lithuania","Ninety-ninth percentile","Share of national equivalised income","Euro","3.6",""
"2018","Lithuania","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Lithuania","Hundredth percentile","Share of national equivalised income","Euro","5.5",""
"2018","Luxembourg","First quartile","Top cut-off point","Euro","24,376",""
"2018","Luxembourg","First quartile","Share of national equivalised income","Euro","10.4",""
"2018","Luxembourg","Second quartile","Top cut-off point","Euro","34,472",""
"2018","Luxembourg","Second quartile","Share of national equivalised income","Euro","18.3",""
"2018","Luxembourg","Third quartile","Top cut-off point","Euro","49,394",""
"2018","Luxembourg","Third quartile","Share of national equivalised income","Euro","25.7",""
"2018","Luxembourg","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Luxembourg","Fourth quartile","Share of national equivalised income","Euro","45.6",""
"2018","Luxembourg","First quintile","Top cut-off point","Euro","22,179",""
"2018","Luxembourg","First quintile","Share of national equivalised income","Euro","7.5",""
"2018","Luxembourg","Second quintile","Top cut-off point","Euro","30,146",""
"2018","Luxembourg","Second quintile","Share of national equivalised income","Euro","13.1",""
"2018","Luxembourg","Third quintile","Top cut-off point","Euro","39,732",""
"2018","Luxembourg","Third quintile","Share of national equivalised income","Euro","17.3",""
"2018","Luxembourg","Fourth quintile","Top cut-off point","Euro","53,878",""
"2018","Luxembourg","Fourth quintile","Share of national equivalised income","Euro","23.0",""
"2018","Luxembourg","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Luxembourg","Fifth quintile","Share of national equivalised income","Euro","39.1",""
"2018","Luxembourg","First decile","Top cut-off point","Euro","16,791",""
"2018","Luxembourg","First decile","Share of national equivalised income","Euro","2.6",""
"2018","Luxembourg","Second decile","Top cut-off point","Euro","22,179",""
"2018","Luxembourg","Second decile","Share of national equivalised income","Euro","5.0",""
"2018","Luxembourg","Third decile","Top cut-off point","Euro","26,363",""
"2018","Luxembourg","Third decile","Share of national equivalised income","Euro","6.1",""
"2018","Luxembourg","Fourth decile","Top cut-off point","Euro","30,146",""
"2018","Luxembourg","Fourth decile","Share of national equivalised income","Euro","7.0",""
"2018","Luxembourg","Fifth decile","Top cut-off point","Euro","34,472",""
"2018","Luxembourg","Fifth decile","Share of national equivalised income","Euro","8.1",""
"2018","Luxembourg","Sixth decile","Top cut-off point","Euro","39,732",""
"2018","Luxembourg","Sixth decile","Share of national equivalised income","Euro","9.2",""
"2018","Luxembourg","Seventh decile","Top cut-off point","Euro","45,777",""
"2018","Luxembourg","Seventh decile","Share of national equivalised income","Euro","10.6",""
"2018","Luxembourg","Eighth decile","Top cut-off point","Euro","53,878",""
"2018","Luxembourg","Eighth decile","Share of national equivalised income","Euro","12.3",""
"2018","Luxembourg","Ninth decile","Top cut-off point","Euro","69,373",""
"2018","Luxembourg","Ninth decile","Share of national equivalised income","Euro","15.1",""
"2018","Luxembourg","Tenth decile","Top cut-off point","Euro",":",""
"2018","Luxembourg","Tenth decile","Share of national equivalised income","Euro","24.0",""
"2018","Luxembourg","First percentile","Top cut-off point","Euro","2,015",""
"2018","Luxembourg","First percentile","Share of national equivalised income","Euro","0.0",""
"2018","Luxembourg","Second percentile","Top cut-off point","Euro","5,044",""
"2018","Luxembourg","Second percentile","Share of national equivalised income","Euro","0.1",""
"2018","Luxembourg","Third percentile","Top cut-off point","Euro","8,084",""
"2018","Luxembourg","Third percentile","Share of national equivalised income","Euro","0.2",""
"2018","Luxembourg","Fourth percentile","Top cut-off point","Euro","10,718",""
"2018","Luxembourg","Fourth percentile","Share of national equivalised income","Euro","0.2",""
"2018","Luxembourg","Fifth percentile","Top cut-off point","Euro","12,453",""
"2018","Luxembourg","Fifth percentile","Share of national equivalised income","Euro","0.3",""
"2018","Luxembourg","Ninety-fifth percentile","Top cut-off point","Euro","83,822",""
"2018","Luxembourg","Ninety-fifth percentile","Share of national equivalised income","Euro","2.2",""
"2018","Luxembourg","Ninety-sixth percentile","Top cut-off point","Euro","89,400",""
"2018","Luxembourg","Ninety-sixth percentile","Share of national equivalised income","Euro","2.2",""
"2018","Luxembourg","Ninety-seventh percentile","Top cut-off point","Euro","95,380",""
"2018","Luxembourg","Ninety-seventh percentile","Share of national equivalised income","Euro","2.3",""
"2018","Luxembourg","Ninety-eighth percentile","Top cut-off point","Euro","106,934",""
"2018","Luxembourg","Ninety-eighth percentile","Share of national equivalised income","Euro","2.5",""
"2018","Luxembourg","Ninety-ninth percentile","Top cut-off point","Euro","132,800",""
"2018","Luxembourg","Ninety-ninth percentile","Share of national equivalised income","Euro","2.9",""
"2018","Luxembourg","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Luxembourg","Hundredth percentile","Share of national equivalised income","Euro","4.6",""
"2018","Hungary","First quartile","Top cut-off point","Euro","3,930",""
"2018","Hungary","First quartile","Share of national equivalised income","Euro","11.7",""
"2018","Hungary","Second quartile","Top cut-off point","Euro","5,424",""
"2018","Hungary","Second quartile","Share of national equivalised income","Euro","19.1",""
"2018","Hungary","Third quartile","Top cut-off point","Euro","7,334",""
"2018","Hungary","Third quartile","Share of national equivalised income","Euro","25.6",""
"2018","Hungary","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Hungary","Fourth quartile","Share of national equivalised income","Euro","43.7",""
"2018","Hungary","First quintile","Top cut-off point","Euro","3,573",""
"2018","Hungary","First quintile","Share of national equivalised income","Euro","8.6",""
"2018","Hungary","Second quintile","Top cut-off point","Euro","4,804",""
"2018","Hungary","Second quintile","Share of national equivalised income","Euro","13.8",""
"2018","Hungary","Third quintile","Top cut-off point","Euro","6,047",""
"2018","Hungary","Third quintile","Share of national equivalised income","Euro","17.7",""
"2018","Hungary","Fourth quintile","Top cut-off point","Euro","7,905",""
"2018","Hungary","Fourth quintile","Share of national equivalised income","Euro","22.5",""
"2018","Hungary","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Hungary","Fifth quintile","Share of national equivalised income","Euro","37.4",""
"2018","Hungary","First decile","Top cut-off point","Euro","2,961",""
"2018","Hungary","First decile","Share of national equivalised income","Euro","3.2",""
"2018","Hungary","Second decile","Top cut-off point","Euro","3,573",""
"2018","Hungary","Second decile","Share of national equivalised income","Euro","5.4",""
"2018","Hungary","Third decile","Top cut-off point","Euro","4,232",""
"2018","Hungary","Third decile","Share of national equivalised income","Euro","6.4",""
"2018","Hungary","Fourth decile","Top cut-off point","Euro","4,804",""
"2018","Hungary","Fourth decile","Share of national equivalised income","Euro","7.3",""
"2018","Hungary","Fifth decile","Top cut-off point","Euro","5,424",""
"2018","Hungary","Fifth decile","Share of national equivalised income","Euro","8.4",""
"2018","Hungary","Sixth decile","Top cut-off point","Euro","6,047",""
"2018","Hungary","Sixth decile","Share of national equivalised income","Euro","9.3",""
"2018","Hungary","Seventh decile","Top cut-off point","Euro","6,855",""
"2018","Hungary","Seventh decile","Share of national equivalised income","Euro","10.5",""
"2018","Hungary","Eighth decile","Top cut-off point","Euro","7,905",""
"2018","Hungary","Eighth decile","Share of national equivalised income","Euro","12.0",""
"2018","Hungary","Ninth decile","Top cut-off point","Euro","9,783",""
"2018","Hungary","Ninth decile","Share of national equivalised income","Euro","14.2",""
"2018","Hungary","Tenth decile","Top cut-off point","Euro",":",""
"2018","Hungary","Tenth decile","Share of national equivalised income","Euro","23.2",""
"2018","Hungary","First percentile","Top cut-off point","Euro","892",""
"2018","Hungary","First percentile","Share of national equivalised income","Euro","0.1",""
"2018","Hungary","Second percentile","Top cut-off point","Euro","1,203",""
"2018","Hungary","Second percentile","Share of national equivalised income","Euro","0.2",""
"2018","Hungary","Third percentile","Top cut-off point","Euro","1,585",""
"2018","Hungary","Third percentile","Share of national equivalised income","Euro","0.2",""
"2018","Hungary","Fourth percentile","Top cut-off point","Euro","1,868",""
"2018","Hungary","Fourth percentile","Share of national equivalised income","Euro","0.3",""
"2018","Hungary","Fifth percentile","Top cut-off point","Euro","2,175",""
"2018","Hungary","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2018","Hungary","Ninety-fifth percentile","Top cut-off point","Euro","12,025",""
"2018","Hungary","Ninety-fifth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Hungary","Ninety-sixth percentile","Top cut-off point","Euro","13,134",""
"2018","Hungary","Ninety-sixth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Hungary","Ninety-seventh percentile","Top cut-off point","Euro","14,296",""
"2018","Hungary","Ninety-seventh percentile","Share of national equivalised income","Euro","2.3",""
"2018","Hungary","Ninety-eighth percentile","Top cut-off point","Euro","15,688",""
"2018","Hungary","Ninety-eighth percentile","Share of national equivalised income","Euro","2.4",""
"2018","Hungary","Ninety-ninth percentile","Top cut-off point","Euro","19,969",""
"2018","Hungary","Ninety-ninth percentile","Share of national equivalised income","Euro","2.9",""
"2018","Hungary","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Hungary","Hundredth percentile","Share of national equivalised income","Euro","4.8",""
"2018","Malta","First quartile","Top cut-off point","Euro","10,300",""
"2018","Malta","First quartile","Share of national equivalised income","Euro","11.7",""
"2018","Malta","Second quartile","Top cut-off point","Euro","14,781",""
"2018","Malta","Second quartile","Share of national equivalised income","Euro","18.7",""
"2018","Malta","Third quartile","Top cut-off point","Euro","20,207",""
"2018","Malta","Third quartile","Share of national equivalised income","Euro","25.9",""
"2018","Malta","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Malta","Fourth quartile","Share of national equivalised income","Euro","43.7",""
"2018","Malta","First quintile","Top cut-off point","Euro","9,408",""
"2018","Malta","First quintile","Share of national equivalised income","Euro","8.8",""
"2018","Malta","Second quintile","Top cut-off point","Euro","13,013",""
"2018","Malta","Second quintile","Share of national equivalised income","Euro","13.3",""
"2018","Malta","Third quintile","Top cut-off point","Euro","16,806",""
"2018","Malta","Third quintile","Share of national equivalised income","Euro","17.7",""
"2018","Malta","Fourth quintile","Top cut-off point","Euro","21,640",""
"2018","Malta","Fourth quintile","Share of national equivalised income","Euro","22.8",""
"2018","Malta","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Malta","Fifth quintile","Share of national equivalised income","Euro","37.4",""
"2018","Malta","First decile","Top cut-off point","Euro","7,633",""
"2018","Malta","First decile","Share of national equivalised income","Euro","3.6",""
"2018","Malta","Second decile","Top cut-off point","Euro","9,408",""
"2018","Malta","Second decile","Share of national equivalised income","Euro","5.1",""
"2018","Malta","Third decile","Top cut-off point","Euro","11,174",""
"2018","Malta","Third decile","Share of national equivalised income","Euro","6.2",""
"2018","Malta","Fourth decile","Top cut-off point","Euro","13,013",""
"2018","Malta","Fourth decile","Share of national equivalised income","Euro","7.2",""
"2018","Malta","Fifth decile","Top cut-off point","Euro","14,781",""
"2018","Malta","Fifth decile","Share of national equivalised income","Euro","8.3",""
"2018","Malta","Sixth decile","Top cut-off point","Euro","16,806",""
"2018","Malta","Sixth decile","Share of national equivalised income","Euro","9.4",""
"2018","Malta","Seventh decile","Top cut-off point","Euro","18,952",""
"2018","Malta","Seventh decile","Share of national equivalised income","Euro","10.7",""
"2018","Malta","Eighth decile","Top cut-off point","Euro","21,640",""
"2018","Malta","Eighth decile","Share of national equivalised income","Euro","12.1",""
"2018","Malta","Ninth decile","Top cut-off point","Euro","27,365",""
"2018","Malta","Ninth decile","Share of national equivalised income","Euro","14.4",""
"2018","Malta","Tenth decile","Top cut-off point","Euro",":",""
"2018","Malta","Tenth decile","Share of national equivalised income","Euro","23.0",""
"2018","Malta","First percentile","Top cut-off point","Euro","4,361",""
"2018","Malta","First percentile","Share of national equivalised income","Euro","0.2",""
"2018","Malta","Second percentile","Top cut-off point","Euro","5,328",""
"2018","Malta","Second percentile","Share of national equivalised income","Euro","0.3",""
"2018","Malta","Third percentile","Top cut-off point","Euro","5,719",""
"2018","Malta","Third percentile","Share of national equivalised income","Euro","0.3",""
"2018","Malta","Fourth percentile","Top cut-off point","Euro","6,167",""
"2018","Malta","Fourth percentile","Share of national equivalised income","Euro","0.4",""
"2018","Malta","Fifth percentile","Top cut-off point","Euro","6,470",""
"2018","Malta","Fifth percentile","Share of national equivalised income","Euro","0.4",""
"2018","Malta","Ninety-fifth percentile","Top cut-off point","Euro","33,260",""
"2018","Malta","Ninety-fifth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Malta","Ninety-sixth percentile","Top cut-off point","Euro","35,524",""
"2018","Malta","Ninety-sixth percentile","Share of national equivalised income","Euro","2.0",""
"2018","Malta","Ninety-seventh percentile","Top cut-off point","Euro","38,871",""
"2018","Malta","Ninety-seventh percentile","Share of national equivalised income","Euro","2.2",""
"2018","Malta","Ninety-eighth percentile","Top cut-off point","Euro","44,646",""
"2018","Malta","Ninety-eighth percentile","Share of national equivalised income","Euro","2.5",""
"2018","Malta","Ninety-ninth percentile","Top cut-off point","Euro","56,891",""
"2018","Malta","Ninety-ninth percentile","Share of national equivalised income","Euro","2.9",""
"2018","Malta","Hundredth percentile","Top cut-off point","Euro",":",""
"2018","Malta","Hundredth percentile","Share of national equivalised income","Euro","4.3",""
"2018","Netherlands","First quartile","Top cut-off point","Euro","17,714",""
"2018","Netherlands","First quartile","Share of national equivalised income","Euro","12.2",""
"2018","Netherlands","Second quartile","Top cut-off point","Euro","24,016",""
"2018","Netherlands","Second quartile","Share of national equivalised income","Euro","19.4",""
"2018","Netherlands","Third quartile","Top cut-off point","Euro","31,895",""
"2018","Netherlands","Third quartile","Share of national equivalised income","Euro","25.8",""
"2018","Netherlands","Fourth quartile","Top cut-off point","Euro",":",""
"2018","Netherlands","Fourth quartile","Share of national equivalised income","Euro","42.6",""
"2018","Netherlands","First quintile","Top cut-off point","Euro","16,443",""
"2018","Netherlands","First quintile","Share of national equivalised income","Euro","9.0",""
"2018","Netherlands","Second quintile","Top cut-off point","Euro","21,381",""
"2018","Netherlands","Second quintile","Share of national equivalised income","Euro","14.1",""
"2018","Netherlands","Third quintile","Top cut-off point","Euro","26,889",""
"2018","Netherlands","Third quintile","Share of national equivalised income","Euro","17.9",""
"2018","Netherlands","Fourth quintile","Top cut-off point","Euro","34,181",""
"2018","Netherlands","Fourth quintile","Share of national equivalised income","Euro","22.5",""
"2018","Netherlands","Fifth quintile","Top cut-off point","Euro",":",""
"2018","Netherlands","Fifth quintile","Share of national equivalised income","Euro","36.4",""
"2018","Netherlands","First decile","Top cut-off point","Euro","13,418",""
"2018","Netherlands","First decile","Share of national equivalised income","Euro","3.4",""
"2018","Netherlands","Second decile","Top cut-off point","Euro","16,443",""
"2018","Netherlands","Second decile","Share of national equivalised income","Euro","5.6",""
"2018","Netherlands","Third decile","Top cut-off point","Euro","19,011",""
"2018","Netherlands","Third decile","Share of national equivalised income","Euro","6.6",""
"2018","Netherlands","Fourth decile","Top cut-off point","Euro","21,381",""
"2018","Netherlands","Fourth decile","Share of national equivalised income","Euro","7.5",""
"2018","Netherlands","Fifth decile","Top cut-off point","Euro","24,016",""
"2018","Netherlands","Fifth decile","Share of national equivalised income","Euro","8.5",""
"2018","Netherlands","Sixth decile","Top cut-off point","Euro","26,889",""
"2018","Netherlands","Sixth decile","Share of national equivalised income","Euro","9.5",""
"2018","Netherlands","Seventh decile","Top cut-off point","Euro","30,173",""
"2018","Netherlands","Seventh decile","Share of national equivalised income","Euro","10.6",""
"2018","Netherlands","Eighth decile","Top cut-off point","Euro","34,181",""
"2018","Netherlands","Eighth decile","Share of national equivalised income","Euro","11.9",""
"2018","Netherlands","Ninth decile","Top cut-off point","Euro","42,056",""
"2018","Netherlands","Ninth decile","Share of national equivalised income","Euro","14.0",""
"2018","Netherlands","Tenth decile","Top cut-off point","Euro",":",""
"2018","Netherlands","Tenth decile","Share of national equivalised income","Euro","22.5",""
"2018","Netherlands","First percentile","Top cut-off point","Euro","3,824",""
"2018","Netherlands","First percentile","Share of national equivalised income","Euro","-0.1",""
"2018","Netherlands","Second percentile","Top cut-off point","Euro","6,657",""
"2018","Netherlands","Second percentile","Share of national equivalised income","Euro","0.2",""
